Markables;Sender;Addressee;other Ps;Turn transcription;FS text;Task;autoFeedback;alloFeedback;turnManagement;timeManagement;ownCommunicationManagement;partnerCommunicationManagement;discourseStructuring;socialObligationsManagement;Comments;
sw02-0224-fs36;B;A;;;we moved away from institutionalized child care --;da37: inform;;;;;;;;;;
sw02-0224-fs37;A;B;;Huh-uh. /;Huh-uh ;;da38: autoPositive (Fe: da37);;;;;;;;;
sw02-0224-fs38;B;A;; -- if we can call those chain kind of things;if we can call those chain kind of things, like that Uh, by that name;;;;;;da39: Inform;;;;;
sw02-0224-fs39;A;B;;Right. /;Right ;;da40: autoPositive (Fe: da39);;;;;;;;;
sw02-0224-fs40;B;A;;like that.  {F Uh, } by that name.;uh;;;;;da41: stalling;;;;;;
sw02-0224-fs41;B;A;;;like that, by that name;;;;;;da42: selfCorrection;;;;;
sw02-0224-fs42;A;B;;Right. /;Right ;;da43: autoPositive (Fe: da42);;;;;;;;;
sw02-0224-fs43;B;A;;And found that, {F uh, } more creative avenues were the right answer for us. /;And found that more creative avenues were the right answer for us;da44: inform {Expand:Expander da37};;;;;;;;;;
sw02-0224-fs44;B;A;;;uh;;;;;da45: stalling;;;;;;
sw02-0224-fs45;A;B;;Huh-uh.  /;Huh-uh  ;;da46: autoPositive (Fe: da44);;;;;;;;;
sw02-0224-fs46;A;B;;Huh-uh. /;Huh-uh ;;da47: autoPositive (Fe: da44);;;;;;;;;
sw02-0224-fs47;B;A;;{F Uh, } at one point in time we've had au pairs,;Uh;;;;;da48: stalling;;;;;;
sw02-0224-fs48;B;A;;;at one point in time we've had au pairs,;da49: inform;;;;;;;;;;
sw02-0224-fs49;A;B;;Huh-uh. /;Huh-uh ;;da50: autoPositive (Fe: da49);;;;;;;;;
sw02-0224-fs50;B;A;;by trading services with them, /;by trading services with them, ;da51: inform {Manner:Means da49};;;;;;;;;;
sw02-0224-fs51;A;B;; # Huh-uh.  # /;Huh-uh   ;;da52: autoPositive (Fe: da51);;;;;;;;;
sw02-0224-fs52;B;A;;# {C and } # that worked for a while,  /;and;;;;da53: turnKeep;;;;;;;
sw02-0224-fs53;B;A;;;that worked for a while,  ;da54: inform {Expand:Expander da49};;;;;;;;;;
sw02-0224-fs54;B;A;;{C but } [ they were really, + adequate ones were really  ] tough to find. /;but adequate ones were really tough to find;da55: inform {Contrast:Arg2 da54};;;;;;;;;;
sw02-0224-fs55;B;A;;;they were really, adequate ones were really;;;;;;da56: selfCorrection;;;;;
sw02-0224-fs56;A;B;;I'm sure that's true. /;I'm sure that's true ;da57: Agreement (Fu: da55);;;;;;;;;;
sw02-0224-fs57;B;A;;It takes that mixture of a very mature college student,;It takes that mixture of a very mature college student, who wants to do something and yet is willing to give the time, and the interest to the children;da58: inform {Cause:Reason da55};;;;;;;;;;
sw02-0224-fs58;A;B;;# Huh-uh.  # /;Huh-uh   ;;da59: autoPositive (Fe: da58);;;;;;;;;
sw02-0224-fs59;A;B;;Right. /;Right ;;da60: autoPositive (Fe: da58);;;;;;;;;
sw02-0224-fs60;A;B;;Right.  /;Right  ;;da61: autoPositive (Fe: da58);;;;;;;;;
sw02-0224-fs61;A;B;;I do have a friend that, {F uh, } {F uh, } - /;I do have a friend, she and her roommate became live-in care givers;da62: inform {Exemp:Expander da58};;;;;;;;;;
sw02-0224-fs62;A;B;;;uh uh;;;;;da63: stalling;;;;;;
sw02-0224-fs63;A;B;;;that, -;;;;;;da64: retraction;;;;;
sw02-0224-fs64;A;B;;she and her roommate became live-in care givers  /;she and her roommate became live-in care givers  ;da65: inform;;;;;;;;;;
sw02-0224-fs65;A;B;;{C and } they loved it.  /;and;;;;da66: turnKeep;;;;;;;
sw02-0224-fs66;A;B;;;they loved it;da67: inform {Expand:Expander da65};;;;;;;;;;
sw02-0224-fs67;A;B;;They had stayed with this family from the time these children were small, {D you know, } four or five years old, up until they were well into grade school.  /;They had stayed with this family from the time these children were small four or five years old, up until they were well into grade school;da68: inform {Elab:Specific da65};;;;;;;;;;
sw02-0224-fs68;A;B;;;you know;;;;;da69: stalling;;;;;;
sw02-0224-fs69;A;B;;{C And, }  {F uh, } she was paid very well because [ they, + ] the parents trusted them  /;And;;;;da70: turnKeep;;;;;;;
sw02-0224-fs70;A;B;;;uh;;;;;da71: stalling;;;;;;
sw02-0224-fs71;A;B;;;she was paid very well because the parents trusted them;da72: inform {Expand:Expander da65};;;;;;;;;;
sw02-0224-fs72;A;B;;;they, the parents;;;;;;da73: selfCorrection;;;;;
sw02-0224-fs73;A;B;;{C and } they, {D you know, } had done such a good job.  /;and;;;;da74: turnKeep;;;;;;;
sw02-0224-fs74;A;B;;;they had done such a good job ;da75: inform;;;;;;;;;;
sw02-0224-fs75;A;B;;;you know;;;;;da76: stalling;;;;;;
sw02-0224-fs76;A;B;;{C So, }  {F um, } I can see where someone, {D you know, } in a position like that, in a live-in capacity, would definitely be the way to go if [ you're, + you're ] lucky enough to have the financial  ((   ))  to be able to do that. /;So I can see where someone, in a position like that, in a live-in capacity, would definitely be the way to go if you're lucky enough to have the financial  to be able to do that ;da77: inform;;;;;;;;;;
sw02-0224-fs77;A;B;;;um;;;;;da78: stalling;;;;;;
sw02-0224-fs78;A;B;;;you know;;;;;da79: stalling;;;;;;
sw02-0224-fs79;A;B;;;you're, you're;;;;;da80: stalling;;;;;;
sw02-0224-fs80;B;A;;{D Well, } that's true, /;Well;;;;da81: turnTake;;;;;;;
sw02-0224-fs81;B;A;;;that's true, ;da82: Agreement (Fu: da77);;;;;;;;;;
sw02-0224-fs82;A;B;;# Yeah.  # /; Yeah   ;;da83: autoPositive (Fe: da82);;;;;;;;;
sw02-0224-fs83;B;A;;# {C and } # that's something that we're struggling with now. /;and  that's something that we're struggling with now ;da84: inform;;;;;;;;;;
sw02-0224-fs84;A;B;;Yeah.  /;Yeah  ;;da85: autoPositive (Fe: da84);;;;;;;;;
sw02-0224-fs85;A;B;;I think it's just a matter of priorities.  /;I think it's just a matter of priorities  ;da86: inform;;;;;;;;;;
sw02-0224-fs86;A;B;;[ It's, + {F uh, } {D you know, } it's ] a terrible thing to say when your speaking of children in that way,  /;it's a terrible thing to say when you're speaking of children in that way;da87: inform;;;;;;;;;;
sw02-0224-fs87;A;B;;;It's uh you know it's;;;;;da88: stalling;;;;;;
sw02-0224-fs88;A;B;;{C but } you still have to be realistic, as well, I think. /; but  you still have to be realistic, as well, I think ;da89: inform {Contrast:Arg2 da87};;;;;;;;;;
sw02-0224-fs89;B;A;;{F Oh, } yeah. /;Oh;;;;da90: turnTake;da91: stalling;;;;;;
sw02-0224-fs90;B;A;;;yeah;da92: agreement (Fu: da89);;;;;;;;;;
sw02-0224-fs91;A;B;;Yeah. /;Yeah ;;da93: autoPositive (Fe: da92);;;;;;;;;
sw02-0224-fs92;A;B;;Yeah. /;Yeah ;;da94: autoPositive (Fe: da92);;;;;;;;;
sw02-0224-fs93;B;A;;Much as other cultures disagree, our lives don't revolve around our children. /;Much as other cultures disagree, our lives don't revolve around our children ;da95: inform;;;;;;;;;;
sw02-0224-fs94;A;B;;Yeah.  /;Yeah  ;;da96: autoPositive (Fe: da95);;;;;;;;;
sw02-0224-fs95;A;B;;Yeah.  /;Yeah  ;;da97: autoPositive (Fe: da95);;;;;;;;;
sw02-0224-fs96;A;B;;{C And } [ [ that's, + that's, ] + that's ] bad to have to admit, too,  /;And;;;;da98: turnKeep;;;;;;;
sw02-0224-fs97;A;B;;;that's bad to have to admit, too, ;da99: inform;;;;;;;;;;
sw02-0224-fs98;A;B;;;that's, that's, that's;;;;;da100: stalling;;;;;;
sw02-0224-fs99;A;B;;{C but, } {F uh, } {D you know, } it's just, there's so much pressure when you're talking about two people that work outside the home  /;but it's just, there's so much pressure when you're talking about two people that work outside the home ;da101: inform {Cause:Reason da99};;;;;;;;;;
sw02-0224-fs100;A;B;;;uh, you know;;;;;da102: stalling;;;;;;
sw02-0224-fs101;A;B;;[ {C and, } +  {C and } ] I think that is one reason why I continue to be without children.  /;and, and;;;;;da103: stalling;;;;;;
sw02-0224-fs102;A;B;;;I think that is one reason why I continue to be without children ;da104: inform {Cause:Reason da101};;;;;;;;;;
sw02-0224-fs103;A;B;;I, - /;I, - ;;;;;;da105: retraction;;;;;
sw02-0224-fs104;A;B;;it's just such a responsibility [ {C and, } +  {C and } ] when I've had friends that have said, - /;it's just such a responsibility;da106: inform;;;;;;;;;;
sw02-0224-fs105;A;B;;;and, and;;;;;da107: stalling;;;;;;
sw02-0224-fs106;A;B;;;when I've had friends that have said - when you hear people say;;;;;;da108: selfCorrection;;;;;
sw02-0224-fs107;A;B;;when you hear people say, [ it, + it ] alters your life forever, please take heed <laughter>, {D well, }  /;when you hear people say, it alters your life forever, please take heed <laughter>;da109: inform;;;;;;;;;;
sw02-0224-fs108;A;B;;;it, it;;;;;da110: stalling;;;;;;
sw02-0224-fs109;A;B;;I realize that's true  /;Well, I realize that's true  ;da111: inform;;;;;;;;;;
sw02-0224-fs110;A;B;;{C so } it's, {F uh, } such a responsibility. /;so, it's such a responsibility ;da112: inform;;;;;;;;;;
sw02-0224-fs111;A;B;;;uh;;;;;da113: stalling;;;;;;
sw02-0224-fs112;B;A;;{D Well, } it certainly is.  {F Uh, }  /;Well;;;;da114: turnTake;;;;;;;
sw02-0224-fs113;B;A;;;it certainly is;da115: agreement (Fu: da112);;;;;;;;;;
sw02-0224-fs114;B;A;;;Uh;;;;;da116: stalling;;;;;;
sw02-0224-fs115;B;A;;if I can  ((   ))  the other side of the coin for a moment. /;if I can  ((   ))  the other side of the coin for a moment ;da117: request;;;;;;;;;;
sw02-0224-fs116;A;B;;Huh-uh. /;Huh-uh ;;da118: autoPositive (Fe: da117);;;;;;;;;
sw02-0224-fs117;B;A;;It is such an honor and a thrill,;It is such an honor and a thrill, to be a parent, that most of the time, it's worth it;da119: inform;;;;;;;;;;
sw02-0224-fs118;A;B;;# {F Oh, } yeah.  # /;Oh;;;;;da120: stalling;;;;;;
sw02-0224-fs119;A;B;;;yeah;;da121: autoPositive (Fe: da119);;;;;;;;;
sw02-0224-fs120;A;B;;# Huh-uh.  # /; Huh-uh   ;;da122: autoPositive (Fe: da119);;;;;;;;;
sw02-0224-fs121;A;B;;Yeah <laughter>.  /;Yeah <laughter>  ;;da123: autoPositive (Fe: da119);;;;;;;;;
sw02-0224-fs122;A;B;;Most of the time <laughter>. /;Most of the time <laughter> ;da124: agreement (Fe: da119);;;;;;;;;;
sw02-0224-fs123;B;A;;{D Well, } I just have to be honest about it.  /;Well;;;;da125: turnTake;;;;;;;
sw02-0224-fs124;B;A;;;I just have to be honest about it  ;da126: inform;;;;;;;;;;
sw02-0224-fs125;B;A;;It's not always,;It's not always worth it;da127: inform;;;;;;;;;;
sw02-0224-fs126;A;B;;# Yeah.  /;Yeah  ;;da128: autoPositive (Fe: da127);;;;;;;;;
sw02-0224-fs127;A;B;;{F Oh, } sure. # /;Oh;;;;;da129: stalling;;;;;;
sw02-0224-fs128;A;B;;;sure;;da130: autoPositive (Fe: da127);;;;;;;;;
sw02-0224-fs129;A;B;;Sure.  /;Sure  ;;da131: autoPositive (Fe: da127);;;;;;;;;
sw02-0224-fs130;A;B;;Sure.  /;Sure  ;;da132: autoPositive (Fe: da127);;;;;;;;;
sw02-0224-fs131;A;B;;Sure. /;Sure ;;da133: autoPositive (Fe: da127);;;;;;;;;
sw02-0224-fs132;B;A;;There are those times when I think, {D gee, } if I didn't have children I could be out playing  (( bridge ))  or golf. /;There are those times when I think, gee,  if I didn't have children I could be out playing  (( bridge ))  or golf ;da134: inform;;;;;;;;;;
sw02-0224-fs133;A;B;;Right.  /;Right  ;;da135: autoPositive (Fe: da134);;da136: turnTake;;;;;;;
sw02-0224-fs134;A;B;;Right.  /;Right  ;;da137: autoPositive (Fe: da134);;;;;;;;;
sw02-0224-fs135;A;B;;Right.  /;Right  ;;da138: autoPositive (Fe: da134);;;;;;;;;
sw02-0224-fs136;A;B;;Right.  /;Right  ;;da139: autoPositive (Fe: da134);;;;;;;;;
sw02-0224-fs137;A;B;;{C But, } {D you know, } it's funny.  /;but;;;;da140: turnKeep;;;;;;;
sw02-0224-fs138;A;B;;;it's funny;da141: inform;;;;;;;;;;
sw02-0224-fs139;A;B;;;you know;;;;;da142: stalling;;;;;;
sw02-0224-fs140;A;B;;[ I did, + I had ] a friend that  said, {D you know, } before we always said we don't want children because we can't go off on the spur of the moment or this or that and the other  /;I did, I had;;;;;;da143: selfCorrection;;;;;
sw02-0224-fs141;A;B;;;you know;;;;;da144: stalling;;;;;;
sw02-0224-fs142;A;B;;;I had a friend that said, before we always said we don't want children because we can't go off on the spur of the moment or this or that and the other ;da145: inform;;;;;;;;;;
sw02-0224-fs143;A;B;;{C and } she got older  /;and;;;;da146: turnKeep;;;;;;;
sw02-0224-fs144;A;B;;;she got older ;da147: inform;;;;;;;;;;
sw02-0224-fs145;A;B;;{C and } she said, {C but } {D you know, } we never do those things anyway.  /;and;;;;da148: turnKeep;;;;;;;
sw02-0224-fs146;A;B;;;she said, we never do those things anyway ;da149: inform {Concession:Expander da145};;;;;;;;;;
sw02-0224-fs147;A;B;;;but, you know;;;;;da150: stalling;;;;;;
sw02-0224-fs148;A;B;;{C So } [ why + <laughter>, why ] am I waiting, {D you know, }  /;So;;;;da151: turnKeep;;;;;;;
sw02-0224-fs149;A;B;;;why <laughter> why ;;;;;da152: stalling;;;;;;
sw02-0224-fs150;A;B;;;you know;;;;;da153: stalling;;;;;;
sw02-0224-fs151;A;B;;;why am I waiting;da154: inform;;;;;;;;;;
sw02-0224-fs152;A;B;;[ it's, + it's ] just the way your attitude changes  /;It's its;;;;;da155: stalling;;;;;;
sw02-0224-fs153;A;B;;;It's just the way your attitude changes ;da156: inform;;;;;;;;;;
sw02-0224-fs154;A;B;;{C and } you mature I suppose.  /;and;;;;da157: turnKeep;;;;;;;
sw02-0224-fs155;A;B;;;you mature I suppose ;da158: inform {Restatement:Arg2 da156};;;;;;;;;;
sw02-0224-fs156;A;B;;{C But } the thing about the child care [ I, + {D you know, } I ] have friends that struggle financially [ {C and, } + {C and } ] they both do have to work.  /;But the thing about the child care I have friends that struggle financially and they both do have to work ;da159: inform;;;;;;;;;;
sw02-0224-fs157;A;B;;;I, you know, I;;;;;da160: stalling;;;;;;
sw02-0224-fs158;A;B;;;and and;;;;;da161: stalling;;;;;;
sw02-0224-fs159;A;B;;It's a matter not necessarily, {F uh, } that she might want to stay home or he, as well,  /;It's a matter not necessarily that she might want to stay home or he, as well, ;da162: inform;;;;;;;;;;
sw02-0224-fs160;A;B;;;uh;;;;;da163: stalling;;;;;;
sw02-0224-fs161;A;B;;{C but, } {D you know, } they need the money.  /; but, you know,  they need the money  ;da164: inform;;;;;;;;;;
sw02-0224-fs162;A;B;;{C And, }  {F uh, } when I seen some of my friends that  have taken that six week old baby, {D you know, } to someone else, it's just, I can imagine how emotional  it must be. [ [ And, + and, ] + ] {D you know, } multiplied by the fact that you don't really trust the person  or you're uncomfortable with the situation, as far as child care, {F um, }  /;And when I seen some of my friends that have taken that six week old baby you know, to someone else, it's just, I can imagine how emotional  it must be and multiplied by the fact that you don't really trust the person  or you're uncomfortable with the situation, as far as child care,;da165: inform;;;;;;;;;;
sw02-0224-fs163;A;B;;;uh;;;;;da166: stalling;;;;;;
sw02-0224-fs164;A;B;;;and and you know;;;;;da167: stalling;;;;;;
sw02-0224-fs165;A;B;;;um;;;;;da168: stalling;;;;;;
sw02-0224-fs166;A;B;;it's just a scary thing. /;it's just a scary thing ;da169: inform;;;;;;;;;;
sw02-0224-fs167;B;A;;{D Well, } we were lucky when our children were that age,  /;Well;;;;da170: turnTake;;;;;;;
sw02-0224-fs168;B;A;;;we were lucky when our children were that age, ;da171: inform;;;;;;;;;;
sw02-0224-fs169;B;A;;{C and } having lived in a community for a while [ and + ] we knew the person to whom we were entrusting our children. /;and;;;;da172: turnKeep;;;;;;;
sw02-0224-fs170;B;A;;;having lived in a community for a while we knew the person to whom we were entrusting our children;da173: inform;;;;;;;;;;
sw02-0224-fs171;B;A;;;and;;;;;;da174: selfCorrection;;;;;
sw02-0224-fs172;A;B;;Huh-uh.  /;Huh-uh  ;;da175: autoPositive (Fe: da173);;;;;;;;;
sw02-0224-fs173;A;B;;That's a big plus. /;That's a big plus;;da176: autoPositive (Fe: da173);;;;;;;;;
sw02-0224-fs174;B;A;;{C And } felt [ that, + that],;And felt that feeling of safety;da177: inform;;;;;;;;;;
sw02-0224-fs175;B;A;;;that that;;;;;da178: stalling;;;;;;
sw02-0224-fs176;A;B;;# Right.  # /; Right   ;;da179: autoPositive (Fe: da176);;;;;;;;;
sw02-0224-fs177;A;B;;Right. /;Right ;;da180: autoPositive (Fe: da177);;;;;;;;;
sw02-0224-fs178;B;A;;{C And } were leaving them  ((   ))  small children. /;And;;;;da181: turnKeep;;;;;;;
sw02-0224-fs179;B;A;;;were leaving them  ((   ))  small children;da182: inform;;;;;;;;;;
sw02-0224-fs180;A;B;;Huh-uh. /;Huh-uh ;;da183: autoPositive (Fe: da182);;;;;;;;;
sw02-0224-fs181;B;A;;{C But, }  we also learned something from that experience as our children got older. /;But;;;;da184: turnKeep;;;;;;;
sw02-0224-fs182;B;A;;;we also learned something from that experience as our children got older ;da185: inform;;;;;;;;;;
sw02-0224-fs183;A;B;;Yeah. /;Yeah ;;da186: autoPositive (Fe: da185);;;;;;;;;
sw02-0224-fs184;B;A;;It's that care givers are not omniscient -- /;It's that care givers are not omniscient -- ;da187: inform {Elab:Specific da185};;;;;;;;;;
sw02-0224-fs185;A;B;;Huh-uh. /;Huh-uh ;;da188: autoPositive (Fe: da187);;;;;;;;;
sw02-0224-fs186;B;A;; -- they are not all things to all people --; -- they are not all things to all people --;da189: inform {Elab:Specific da185};;;;;;;;;;
sw02-0224-fs187;A;B;;Right. /;Right ;;da190: autoPositive (Fe: da189);;;;;;;;;
sw02-0224-fs188;B;A;; -- or all children. /; -- or all children ;da191: inform {Elab:Specific da185};;;;;;;;;;
sw02-0224-fs189;A;B;;Right.  /;Right  ;;da192: autoPositive (Fe: da191);;;;;;;;;
sw02-0224-fs190;A;B;;Right.  /;Right  ;;da193: autoPositive (Fe: da191);;;;;;;;;
sw02-0224-fs191;A;B;;Yeah. /;Yeah ;;da194: autoPositive (Fe: da191);;;;;;;;;
sw02-0224-fs192;B;A;;The ones that are good with babies tend not to be good with toddlers. /;The ones that are good with babies tend not to be good with toddlers ;da195: inform {Elab:Specific da185};;;;;;;;;;
sw02-0224-fs193;A;B;;Huh-uh. /;Huh-uh ;;da196: autoPositive (Fe: da195);;;;;;;;;
sw02-0224-fs194;A;B;;Huh-uh.  /;Huh-uh  ;;da197: autoPositive (Fe: da195);;;;;;;;;
sw02-0224-fs195;A;B;;I don't know,  /;I don't know,  ;;;;;da198: stalling;;;;;;
sw02-0224-fs196;A;B;;I think your patience level [ must, +  needs to ] increase as the child gets older <laughter>.  /;I think your patience level needs to increase as the child gets older <laughter>;da199: inform [uncertain];;;;;;;;;;
sw02-0224-fs197;A;B;;;must, needs to;;;;;;da200: selfCorrection {Cause:Reason da195};;;;;
sw02-0224-fs198;A;B;;I think that might be part of the problem with some people.  {D You know, }  /;I think that might be part of the problem with some people You know,   ;da201: inform [uncertain];;;;;;;;;;
sw02-0224-fs199;A;B;;taking care of a baby, I know, is not an easy thing,  /;taking care of a baby, I know, is not an easy thing,  ;da202: inform;;;;;;;;;;
sw02-0224-fs200;A;B;;{C but } when you have them in, [ their, + their ] little feet are moving  /;but when you have them in, their little feet are moving ;da203: inform {Contrast:arg1 da204,da207,da208};;;;;;;;;;
sw02-0224-fs201;A;B;;;their, their;;;;;da204: stalling;;;;;;
sw02-0224-fs202;A;B;;{C and } you have to chase them down constantly.  /;and;;;;da205: turnKeep;;;;;;;
sw02-0224-fs203;A;B;;;you have to chase them down constantly ;da206: inform;;;;;;;;;;
sw02-0224-fs204;A;B;;I'm sure that's a whole new ball game. /;I'm sure that's a whole new ball game ;da207: inform;;;;;;;;;;
sw02-0224-fs205;B;A;;{F Oh, } yeah. /;Oh;;;;;da208: stalling;;;;;;
sw02-0224-fs206;B;A;;;yeah;;da209: autoPositive (Fe: da208);;;;;;;;;
sw02-0224-fs207;B;A;;Yeah,  /;Yeah,  ;;da210: autoPositive (Fe: da208);;;;;;;;;
sw02-0224-fs208;B;A;;I have a nine year old that I would trade happily for a baby. /;I have a nine year old that I would trade happily for a baby;da211: inform;;;;;;;;;;
sw02-0224-fs209;A;B;;<Laughter>  {F Oh, } really.  /;<Laughter> Oh,  really  ;;da212: autoPositive (Fe: da212);;;;;;;;;
sw02-0224-fs210;A;B;;{D Well, } you sound like you're pretty well passed the worst of it as far as worrying about, - /;Well;;;;da213: turnTake;;;;;;;
sw02-0224-fs211;A;B;;;you sound like you're pretty well passed the worst of it as far as worrying about, - ;da214: inform;;;;;;;;;;
sw02-0224-fs212;A;B;;;worrying about, since they're both in school, you don't have to worry about;;;;;;da215: selfCorrection;;;;;
sw02-0224-fs213;A;B;;since they're both in school, you don't have to worry about a full-time person to take care of them.  <<Voices fading in and out.>> /;since they're both in school, you don't have to worry about a full-time person to take care of them  <<Voices fading in and out>> ;da216: inform;;;;;;;;;;
sw02-0224-fs214;B;A;;{F Oh, } you don't know what happens after they get in school. /;Oh;;;;da217: turnTake;da218: stalling;;;;;;
sw02-0224-fs215;B;A;;;you don't know what happens after they get in school ;da219: inform;;;;;;;;;;
sw02-0224-fs216;A;B;;<Laughter>  That's something altogether different, {F uh. } /;<Laughter> That's something altogether different;da220: inform;;;;;;;;;;
sw02-0224-fs217;A;B;;;uh;;;;;da221: stalling;;;;;;
sw02-0224-fs218;B;A;;{F Oh, } yes.  /;Oh;;;;da222: turnTake;da223: stalling;;;;;;
sw02-0224-fs219;B;A;;;yes;da224: agreement (Fu: da221);;;;;;;;;;
sw02-0224-fs220;B;A;;{D Now } we have, {F uh, } one takes piano lessons,;Now we have one takes piano lessons;da225: inform;;;;;;;;;;
sw02-0224-fs221;B;A;;;uh;;;;;da226: stalling;;;;;;
sw02-0224-fs222;A;B;;# Huh-uh.  # /; Huh-uh   ;;da227: autoPositive (Fe: da226);;;;;;;;;
sw02-0224-fs223;B;A;;# somewhere # on one afternoon  /; somewhere  on one afternoon  ;da228: inform;;;;;;;;;;
sw02-0224-fs224;B;A;;{C and } the other one, of course can't do the same thing. /;and;;;;da229: turnKeep {Elab:Specific da226};;;;;;;
sw02-0224-fs225;B;A;;;the other one, of course can't do the same thing;da230: inform;;;;;;;;;;
sw02-0224-fs226;A;B;;{F Oh, } of course not. /;Oh;;;;;da231: stalling;;;;;;
sw02-0224-fs227;A;B;;;of course not ;da232: agreement (Fu: da231);;;;;;;;;;
sw02-0224-fs228;B;A;;It has to be somewhere else  /;It has to be somewhere else  ;da233: inform;;;;;;;;;;
sw02-0224-fs229;B;A;;{C and } no  /;and  no  it's not adequate to sit and wait;da234: inform {Restatement: Arg2, da231};;;;;;;;;;
sw02-0224-fs230;A;B;;<Laughter>  You can't do that.  /;<Laughter>  You can't do that  ;da235: agreement (Fu: da235);;;;;;;;;;
sw02-0224-fs231;A;B;;No. /;No ;da236: agreement (Fu: da235);;;;;;;;;;
sw02-0224-fs232;B;A;;No. /;No ;da237: agreement (Fu: da236);;;;;;;;;;
sw02-0224-fs233;A;B;;No.  /;No  ;da238: agreement (Fu: da238);;;;;;;;;;
sw02-0224-fs234;A;B;;No. /;No ;da239: agreement (Fu: da239);;;;;;;;;;
sw02-0224-fs235;B;A;;That just, - /;That just, - ;;;;;;da240: retraction;;;;;
sw02-0224-fs236;B;A;;that will not do. /;that will not do ;da241: agreement (Fu: da236);;;;;;;;;;
sw02-0224-fs237;A;B;;That's out of the question,  /;That's out of the question,  ;da242: agreement (Fu: da242);;;;;;;;;;
sw02-0224-fs238;A;B;;I'm sure. /;I'm sure ;da243: agreement (Fu: da242);;;;;;;;;;
sw02-0224-fs239;B;A;;Of course. /;Of course ;da244: agreement (Fu: da243);;;;;;;;;;
sw02-0224-fs240;B;A;;{C But, }  we are helping, {D you know. } /;But;;;;da245: turnKeep;;;;;;;
sw02-0224-fs241;B;A;;;we are helping,  you know;da246: inform;;;;;;;;;;
sw02-0224-fs242;A;B;;Right.  /;Right  ;;da247: autoPositive (Fe: da247);;;;;;;;;
sw02-0224-fs243;A;B;;Right. /;Right ;;da248: autoPositive (Fe: da247);;;;;;;;;
sw02-0224-fs244;B;A;;We are being cooperative,  /;We are being cooperative,  ;da249: inform;;;;;;;;;;
sw02-0224-fs245;B;A;;what's wrong with you? /;what's wrong with you;da250: setQuestion {Restatement:Arg2 da247};;;;;;;;;;
sw02-0224-fs246;A;B;;Right.  /;Right  ;;da251: autoPositive (Fe: da251);;;;;;;;;
sw02-0224-fs247;A;B;;Right. /;Right ;;da252: autoPositive (Fe: da251);;;;;;;;;
sw02-0224-fs248;B;A;;You don't understand this. /;You don't understand this ;da253: inform;;;;;;;;;;
sw02-0224-fs249;A;B;;Huh-uh. /;Huh-uh ;;da254: autoPositive (Fe: da254);;;;;;;;;
sw02-0224-fs250;B;A;;That's just the way their minds work.  /;That's just the way their minds work  ;da255: inform;;;;;;;;;;
sw02-0224-fs251;B;A;;{C And } it's almost everyday. /;And;;;;da256: turnKeep;;;;;;;
sw02-0224-fs252;B;A;;;it's almost everyday ;da257: inform;;;;;;;;;;
sw02-0224-fs253;A;B;;That's amazing.  /;That's amazing  ;;da258: autoPositive (Fe: da258);;;;;;;;;
sw02-0224-fs254;A;B;;It's amazing that people actually, - /;It's amazing that people actually, - ;da259: inform;;;;;;;;;;
sw02-0224-fs255;A;B;;the stamina that you must, {D you know, } draw from yourself to deal with it.  /;the stamina that you must draw from yourself to deal with it ;da260: inform;;;;;;;;;;
sw02-0224-fs256;A;B;;;you know;;;;;da261: stalling;;;;;;
sw02-0224-fs257;A;B;;It must be interesting.  /;It must be interesting  ;da262: inform;;;;;;;;;;
sw02-0224-fs258;A;B;;I guess you find out that you're a much stronger person than you thought, maybe. /;I guess you find out that you're a much stronger person than you thought, maybe ;da263: inform [uncertain];;;;;;;;;;
sw02-0224-fs259;B;A;;{D Well, } I've been finding out that I really am a nice person.  /;Well;;;;da264: turnTake;;;;;;;
sw02-0224-fs260;B;A;;;I've been finding out that I really am a nice person;da265: inform;;;;;;;;;;
sw02-0224-fs261;B;A;;((   ))  hit for many years. -/;((   ))  hit for many years -;da266: inform {Similarity:Arg2 da264};;;;;;;;;;
sw02-0224-fs262;A;B;;<Laughter>.;<Laughter>;;da267: autoPositive (Fe: da267);;;;;;;;;
sw02-0224-fs263;B;A;;((   ))  {C because } I didn't need it. /;((   )) because  I didn't need it ;da268: inform;;;;;;;;;;
sw02-0224-fs264;A;B;; <Laughter>  Huh-uh. /; <Laughter>  Huh-uh ;;da269: autoPositive (Fe: da269) {Cause:Reason da267};;;;;;;;;
sw02-0224-fs265;B;A;;{C And } now, I need it. /;And;;;;da270: turnKeep;;;;;;;
sw02-0224-fs266;B;A;;;now, I need it;da271: inform;;;;;;;;;;
sw02-0224-fs267;A;B;;Now it's just a reservoir that you tend to regularly, I'm sure. /;Now it's just a reservoir that you tend to regularly, I'm sure ;da272: inform {Contrast:Arg2 da269};;;;;;;;;;
sw02-0224-fs268;B;A;;Yeah.  /;Yeah  ;;da273: autoPositive (Fe: da273) {Restatement:Arg2 da272};;;;;;;;;
sw02-0224-fs269;B;A;;{C And } it stays low a lot <laughter>. /;And;;;;da274: turnKeep;;;;;;;
sw02-0224-fs270;B;A;;;it stays low a lot <laughter>;da275: inform;;;;;;;;;;
sw02-0224-fs271;A;B;;<Laughter>.;<Laughter>;;da276: autoPositive (Fe: da276) {Elab:Specific da273};;;;;;;;;
